Timestamp,Name of Organization,Description of Organization,Street Address,City,State,Zip Code,Year Founded,Industry,Homepage URL,Facebook URL,Twitter URL,LinkedIn URL,Blog URL,"Enter the names, titles, email addresses, LinkedIn URL's, and Twitter URL's of key people at your organization below.",key people json,Logo Image URL,Headcount ,Innovation Indicator ,Is your organization private or public?,"If applicable, please include the DATE and AMOUNT of the last round of funding your organization closed.",funding json,Marketing Contact Name,Marketing Contact Position,Marketing Contact Email
6/4/2013 14:45:57,Splitzee,"Splitzee solves the age-old social problem of buying things as a group: group gifts, group meals, group travel. Using simple APIs and widgets, Splitzee integrates with online retailers' shopping carts, registries, and wishlists to allow their users to harness the power of group purchasing. Splitzee recaptures lost buyers, helps leverage their social networks to raise funds, and delivers them back to the retailer with cash in hand.",201 South Street,Boston,Massachusetts,2110,2012,Internet,http://splitzee.com,http://facebook.com/splitzee,http://twitter.com/gosplitzee,http://www.linkedin.com/company/2794933,https://splitzee.com/recent-posts,"http://www.linkedin.com/in/michaelsattler/
http://www.linkedin.com/profile/view?id=7342637
http://www.linkedin.com/profile/view?id=17909700","[
{
""name"":""Michael Sattler"",
""title"":""Lead Tech Guy"",
""email"":"""",
""linkedin"":""http://www.linkedin.com/in/michaelsattler"",
""twitter"":"""",
},
{
""name"":""Luke Peterson"",
""title"":""Founder"",
""email"":"""",
""linkedin"":""http://www.linkedin.com/profile/view?id=7342637"",
""twitter"":"""",
},
{
""name"":""Wendy Savage"",
""title"":""Legal Counsel"",
""email"":"""",
""linkedin"":""http://www.linkedin.com/profile/view?id=17909700"",
""twitter"":"""",
},
]
",https://angelsoft-as2-appr.s3.amazonaws.com/r/uploads/enterprise/909002609/logo/default_logo.png,3,Splitzee is putting and social commerce directly onto retail websites without major integrations. We see the day when every online retailer can offer group purchasing of big-ticket items by adding a few lines of code.,Private,N/A,,Luke Peterson,Founder,luke@splitzee.com
6/4/2013 14:58:12,Polachi,"Retained executive search firm for the technology ecosystem. Clients range from start-ups to large public companies. We recruit at the C-level for CEO's and their teams. We work with investors, boards, founders, venture and private equity firms. We are based in Boston with offices in Metro NYC. ",111 Speen Street,Framingham,MA,1710,2002,Staffing & Recruiting,www.polachi.com,www.facebook.com/pages/Polachi/256626137801212,twitter.com/Polachi,www.linkedin.com/company/76508?trk=tyah,http://bostinno.streetwise.co/channel/polachi/,"Charley Polachi
Co-Founder, Partner
charley@polachi.com
www.polachi.com
www.linkedin.com/pub/charley-polachi/0/34/912/
@polachi
","[
{
""name"":""Charley Polachi"",
""title"":""Co-Founder, Partner"",
""email"":""charley@polachi.com"",
""linkedin"":""www.linkedin.com/pub/charley-polachi/0/34/912/"",
""twitter"":""https://twitter.com/Polachi"",
},
]
",http://www.polachi.com/images/logo.gif ,15,"We recruit exceptional talent for great client companies, typically in under 100 days. ",Private,n/a,,Charley Polachi,Partner,charley@polachi.com
6/4/2013 15:48:09,"HubSpot, Inc. ","HubSpot is on a mission to replace the world’s interruptive and annoying marketing with marketing people love. Designed to make marketing efficient, effective, and measurable, HubSpot’s all-in-one inbound marketing software is integrated, powerful, and intuitive to use. Over 8,600 companies, agencies, and partners in 56 countries use HubSpot’s software, services, and expertise to engage with prospects, leads, and customers through social media, blogs, email, landing pages, and more. HubSpot is headquartered in Cambridge, MA, with offices in Dublin, Ireland, and has been recognized by Inc., Forbes, and Deloitte as one of the world’s fastest-growing companies. For the love of marketing, learn more at www.hubspot.com","25 First Street, Floor 2",Cambridge,MA,2141,2006,Computer Software,www.hubspot.com,https://www.facebook.com/hubspot,https://twitter.com/hubspot,http://www.linkedin.com/company/hubspot,http://blog.hubspot.com/,"Brian Halligan, CEO & Founder
@bhalligan 
www.linkedin.com/in/brianhalligan/

Dharmesh Shah, Chief Technology Officer & Founder
@dharmesh 
www.linkedin.com/in/dharmesh/

Jim O'Neill, Chief Information Officer
www.linkedin.com/in/jajoneill/

J.D. Sherman, Chief Operating Officer
www.linkedin.com/pub/jd-sherman/38/822/270/

Mike Volpe, Chief Marketing Officer
@mvolpe
www.linkedin.com/in/mikevolpe/

David Stack, CFO
www.linkedin.com/in/davestack/

David Cancel, Chief Product Officer
@dcancel
www.linkedin.com/in/dcancel/

Mark Roberge, SVP Sales and Services
@markroberge
www.linkedin.com/in/markroberge/

Arjun Moorthy, VP Business Development
@juicemoorthy
www.linkedin.com/in/arjunmoorthy/","[
{
""name"":""Brian Halligan"",
""title"":""CEO & Founder"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/brianhalligan/"",
""twitter"":"""",
},
{
""name"":""Dharmesh Shah"",
""title"":""Chief Technology Officer & Founder"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/dharmesh/"",
""twitter"":""https://twitter.com/dharmesh"",
},
{
""name"":""Jim O'Neill"",
""title"":""Chief Information Officer"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/jajoneill/"",
""twitter"":"""",
},
{
""name"":""J.D. Sherman"",
""title"":""Chief Operating Officer"",
""email"":"""",
""linkedin"":""www.linkedin.com/pub/jd-sherman/38/822/270/"",
""twitter"":"""",
},
{
""name"":""Mike Volpe"",
""title"":""Chief Marketing Officer"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/mikevolpe/"",
""twitter"":""https://twitter.com/mvolpe"",
},
{
""name"":""David Stack"",
""title"":""CFO"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/davestack/"",
""twitter"":"""",
},
{
""name"":""David Cancel"",
""title"":""Chief Product Officer"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/dcancel/"",
""twitter"":""""https://twitter.com/dcancel"""",
},
{
""name"":""Mark Roberge"",
""title"":""SVP Sales and Services"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/markroberge/"",
""twitter"":""https://twitter.com/markroberge"",
},
{
""name"":""Arjun Moorthy, VP Business Development"",
""title"":""VP Business Development"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/arjunmoorthy/"",
""twitter"":""https://twitter.com/juicemoorthy"",
},
]","https://www.google.com/search?gs_rn=15&gs_ri=psy-ab&tok=QsjeGm1R2jU9M6iTLKmkTw&suggest=p&cp=8&gs_id=u&xhr=t&q=hubspot.com&biw=1440&bih=793&bav=on.2,or.r_cp.r_qf.&bvm=bv.47244034,d.dmQ&um=1&ie=UTF-8&hl=en&tbm=isch&source=og&sa=N&tab=wi&authuser=0&ei=1BSuUeWmCdKx0AG3poCwBw#facrc=_&imgrc=m4EHHchlFNZBLM%3A%3BU5xGS9MKRg2B0M%3Bhttp%253A%252F%252Fcdn1.hubspot.com%252Fhub%252F53%252Farchive%252Fimages%252Fhubspot_logo_255x588.jpg%3Bhttp%253A%252F%252Fwww.hubspot.com%252Ffact-sheet%3B588%3B255",500+,"Walk around our office and you’ll see lots of intriguing things: a fridge stocked with beer and snacks, foosball tables ready to roll, and coworkers talking passionately about how to transform marketing. Every HubSpotter believes that marketing is drastically changing for the better and is working to help businesses navigate that change. We believe that marketing shouldn't harass people and that software can be both easy to use and powerful. We show up for the work and we stay for the ping pong tournament at night. ",Private,11/12 $35M,"[
    {
        ""funding_date"":""11/2012"",
        ""funding_amount"":""35,000,000"",
    },",Mike Volpe,Chief Marketing Officer,mvolpe@hubspot.com
6/4/2013 15:48:20,19th Amendment,"19th Amendment is changing the way the fashion industry operates! 19th Amendment is a platform for emerging designers to showcase and sell their designs through an interactive, crowdsourcing model. Consumers support designers by pre-purchasing designs, which are put into production after a set period of time. Production is done in U.S. manufacturing facilities.

Because the apparel manufacturing cost structure is tiered, an increase in orders decreases the cost per piece, resulting in an increase in profit This allows designers to bootstrap and validate current market demand through sales, which are the gold standard for breaking into the fashion industry. 
",332 Newbury St,Boston,MA,2115,2012,Apparel & Fashion,www.19thAmendment.co,www.facebook.com/19thAmendment,twitter.com/19thAmendment,linkedin.com/19thAmendment,http://19thamendment.co/blog/,"Amanda Curtis CEO CoFounder amanda@19thAmendment.co @amanda_curtis
www.linkedin.com/in/amandaleighcurtis/

Gemma Sole COO CoFounder gemma@19thAmendment.co @gsole  
www.linkedin.com/in/gemmasole","[
{
""name"":""Amanda Curtis"",
""title"":""CEO & Co-Founder"",
""email"":""amanda@19thAmendment.co"",
""linkedin"":""www.linkedin.com/in/amandaleighcurtis/"",
""twitter"":""https://twitter.com/amanda_curtis"",
},
{
""name"":""Gemma Sole"",
""title"":""Co-Founder & COO"",
""email"":"""",
""linkedin"":""www.linkedin.com/in/gemmasole"",
""twitter"":""https://twitter.com/gsole"",
},
]
",https://www.facebook.com/photo.php?fbid=473953799294309&set=a.439365379419818.93416.437615316261491&type=1&theater,4,"19th Amendment is leveling the playing field for fashion designers and changing the way that the fashion industry operates. Emerging designers have a high failure rate (60%), regardless of talent level, due to high capital requirements and lack of operations education.  There's also no way to determine current market demand before production and no way for consumers to support or engage with new designers.

19th Amendment makes it easier for designers to break into the fashion industry and for consumers to discover independent, made in the U.S. fashion. By getting payment before product we mitigate the risk of starting a fashion brand, and we help designers validate their target market. 19th Amendment helps fashion designers learn how to manufacture in the US, effectively increasing jobs and securing the future of the American Fashion Industry. ",Private,N/A,,Amanda Curtis,CEO,amanda@19thAmendment.co
6/4/2013 16:46:49,"New Leaf Legal, LLC","Empowerment. Education. Understanding. Customization. Creativity. 

New Leaf is a law firm that was built by entrepreneurs to propel emerging businesses and entertainment careers forward. We strive to learn as much as possible about your business, your plans and your goals, which allows us to serve your enterprise in the best possible way and grow with your aspirations. We take a novel look at the role that an attorney can play in your company and endeavor to become your most trusted advisor.","649 Massachusetts Ave., Suite 6",Cambridge,Massachusetts,2139,2009,Law Practice,http://www.newleaflegal.com,https://www.facebook.com/newleaflegal,https://twitter.com/NewLeafLegal,http://www.linkedin.com/company/new-leaf-legal-llc,http://www.newleaflegal.com/blog,"Jessica Manganello - Corporate Attorney and Legal Structuring Guru
Email: jessica@newleaflegal.com
LinkedIn: www.linkedin.com/in/jessicamanganello
Twitter: @mangojess

Shannon Sadowski - Energetic and Enthusiastic Entertainment Attorney
Email: shannon@newleaflegal.com
LinkedIn: www.linkedin.com/in/shannonjamieson/
Twitter: @newleaflegal

Dan Crocker - All-around Ninja Lawyer
Email: dan@newleaflegal.com
LinkedIn: www.linkedin.com/in/dbcrocker/
Twitter: @newleaflegal",,http://www.newleaflegal.com/sites/default/files/logo.png,3,"At New Leaf, we tailor our services to your particular needs and relationship style, so we can remain a long-term, relevant and valuable addition to your team. Given that we use fixed fees for our pricing, you always know what you are going to pay up front when working with us and can focus solely on growing your business.

Specialties: Emerging Businesses; Startups & Entrepreneurs; Trademark; Copyright; Entertainment Careers; Music, Video Games & Mobile Tech; Social Enterprises",Private,N/A,,Shannon Sadowski,Partner,shannon@newleaflegal.com
6/4/2013 17:50:11,ChatterMob,"ChatterMob is a new market research tool that provides businesses with an affordable and convenient way to ask their target demographic a series of questions and in turn, receive real-time insight. As an incentive to participate, users answer questions and receive points for each question answered. Points are then used to redeem free prizes from their favorite brands.",107 Brighton Ave. Unit #4,Boston,Massachusetts,2134,2012,Market Research,www.ChatterMob.com,facebook.com/ChatterMob,twitter.com/ChatterMob,linkedin.com/company/Chatter-Mob,N/A,"Spencer Bramson - Chief Imagination Officer & Founder 
Email: spencer@chattermob.com
Linkedin: www.linkedin.com/in/ssbramson
Twitter: www.twitter.com/ssbramson 


Dan Piet -- Lead developer
Email: danp@chattermob.com
Linkedin: N/A
Twitter: N/A
",,https://www.chattermob.com/assets/v3/images/logos/575x110.png,11,"The traditional model for conducting market research is broken. Focus groups cost too much, take too long to complete and tend to elicit answers that don't reflect what participants really think. Meanwhile, most survey tools are difficult to set up, deliver data that is complicated to interpret and/or don't allow businesses to ask direct follow-up questions to the individuals who answered those questions. The shortcomings of focus groups and survey websites are increasing the demand for better online market research tools. 

ChatterMob lets businesses of all sizes launch effective market research campaigns in three simple steps: 

1) Create and input questions and responses for a campaign
2) Choose the demographic they want to target
3) Select the number of responses they would like to receive 

Once launched, ChatterMob campaigns provide businesses with real-time updates and campaign progress as users respond to questions, as well as statistics and demographic information on the users who responded. Our major competitors rely on third parties to collect answers from users and aggregate the associated data. We built an in-house platform for these purposes. As a result, only ChatterMob can give businesses information on exactly who is answering their questions along with specific user demographics and pyshcographics. New features to come will allow clients interact directly with users and direct follow-up questions to specific user subsets. 

ChatterMob was launched in October 2012. In its first six months, with very little paid marketing, it attracted 5,000+ users who have collectively answered more than 1.3 million questions. Last month, we launched our iPhone app which has already had over 4,000 downloads. ChatterMob's innovative platform attracts users by making prize-winning fun and free and garners clients by making market research a cinch.",Private,N/A - We've been funded by our parent company,,Spencer Bramson,Founder,spencer@chattermob.com
6/5/2013 7:49:31,Enmojo,"Enmojo is a web based marketplace that allows homeowners to shop competitively for home energy equipment and installation.  We modernize an antiquated industry by allowing homeowners to comparison shop for home energy equipment online, saving them time and money. With Enmojo, customers understand their options and get matched with quality professionals who are competing for their business.",337 Summer Street,Boston,MA,2210,2012,Internet,enmojo.com,facebook.com/shopenmojo,twitter.com/shopenmojo,http://www.linkedin.com/company/2751543,enmojo.com,"Robert Lawless - Co-founder rob@enmojo.com @lawless_rob http://www.linkedin.com/in/rlawless

Chris Buchanan - Co-founder chris@enmojo.com @shopenmojo
www.linkedin.com/pub/chris-buchanan/59/7bb/83b",,http://tinypic.com/r/2s8juc7/5,3,"Enmojo modernizes an antiquated industry by allowing homeowners to comparison shop for home energy equipment online, without having to put up with the time of multiple in home consultations or estimates.  A homeowner answers a few questions about their home and are then matched with up to four local professionals.  Customers can compare quotes side by side and select the equipment and installer that best suits their needs. 

Our marketplace is free to homeowners.  Customer contact information is kept secure and private and is only shared when a homeowner decides they are ready to move forward with an installer.  As a result, customers receive less ""cold calls"" and service providers get access to highly motivated leads.",Private,n/a,,Robert Lawless,Co-founder,rob@enmojo.com
6/5/2013 8:19:12,Achieve Fitness,"Achieve Fitness is a hybrid fitness coaching facility where members receive an individualized workout program (that changes every 4-6 weeks), a weekly training session with a coach, unlimited access to our gym (with a coach always readily available) and unlimited access to group exercise classes.",42 Merriam St.,Somerville,Massachusetts,2143,2013,"Health, Wellness & Fitness",www.achievefitnessboston.com,facebook.com/AchieveFitnessBoston,https://twitter.com/AchieveFitBOS,.,http://achievefitnessboston.wordpress.com/,"Jason Pak, Co-Owner, CPT, CK-FMS, SFG, CES
Jason@achievefitnessboston.com

Lauren Perreault, Co-Owner, CPT, CK-FMS, SFG, Pn1
Lauren@achievefitnessboston.com
",,https://www.google.com/search?q=achieve+fitness+boston&rlz=1C5CHFA_enUS504US505&um=1&ie=UTF-8&hl=en&tbm=isch&source=og&sa=N&tab=wi&ei=SCuvUdPcAai90AHvooGYAQ&biw=1273&bih=684&sei=SiuvUb2YCIHO0wHa64CICQ#facrc=_&imgrc=82PiFZefkcIWKM%3A%3B70OqlK0ENVvciM%3Bhttp%253A%252F%252Fachievefitnessboston.files.wordpress.com%252F2012%252F10%252Fcropped-achieve-fitness-logo3-01.jpg%3Bhttp%253A%252F%252Fachievefitnessboston.wordpress.com%252F%3B960%3B200,3,"We started Achieve Fitness, because we wanted to help people reach their health and fitness goals and realize their full potential. In order to do this, we couldn't stick with the traditional gym model of getting as many members as possible and hoping they don't show up. We needed to actually put people in the best position to succeed. By providing all our members with an individualized workout program as well as weekly personal training sessions with a coach, we were ensuring the direction, motivation, and accountability needed to achieve the most effective and efficient results.",Private,N/A,,Jason Pak,Co-Owner,Jason@achievefitnessboston.com
6/5/2013 8:56:05,InsightSquared,"InsightSquared is the #1 sales reporting and analytics product for Salesforce Analytics, providing sales forecasting, pipeline management analysis and more to increase Salesforce.com engagement for small and midsized businesses (SMBs). ",160 Sidney Street,Cambridge,Massachusetts,2141,2010,Computer Software,http://www.insightsquared.com/,https://www.facebook.com/insightsquared,https://twitter.com/insightsquared,http://www.linkedin.com/company/insightsquared?trk=company_logo,http://www.insightsquared.com/blog/,"Frederick Shilmover, CEO and cofounder, fred@insightsquared.com, http://www.linkedin.com/profile/view?id=7794947&locale=en_US&trk=tyah, https://twitter.com/fredshilmover

Samuel Clemens, Cofounder, sam@insightsquared.com, http://www.linkedin.com/profile/view?id=116487&locale=en_US&trk=tyah, https://twitter.com/scclemens

Bryan Stevenson, Chief Technology Officer, bryan@insightsquared.com, http://www.linkedin.com/profile/view?id=91832177&locale=en_US&trk=tyah, 

Jeremy King, VP of Operations, jeremy@insightsquared.com, http://www.linkedin.com/profile/view?id=5606453&locale=en_US&trk=tyah, https://twitter.com/jeremy_n_king

Zorian Rotenberg, VP of Marketing, zorian@insightsquared.com, http://www.linkedin.com/profile/view?id=28168&locale=en_US&trk=tyah, https://twitter.com/zorian",,http://cl.ly/image/2N1H1W2W0w1M,50,"Our organization is leveling the playing field of sales analytics and reporting for SMBs who can't afford expensive legacy Business Intelligence solutions. With our affordable, easy-to-use, out-of-the-box product, SMBs can quickly implement a host of new sales analytics and reporting capabilities to really unlock the potential of their sales business. ",Private,"June 4, 2013 - $8M",,Gareth Goh,Content Marketing Specialist,gareth@insightsquared.com
6/5/2013 9:03:37,Achieve Fitness,"Achieve Fitness is a hybrid fitness coaching facility where members receive an individualized workout program (that changes every 4-6 weeks), a weekly training session with a coach, unlimited access to our gym (with a coach always readily available) and unlimited access to group exercise classes.",42 Merriam St.,Somerville,Massachusetts,2143,2013,"Health, Wellness & Fitness",www.achievefitnessboston.com,facebook.com/AchieveFitnessBoston,https://twitter.com/AchieveFitBOS,.,http://achievefitnessboston.wordpress.com/,"Jason Pak, Co-Owner, CPT, CK-FMS, SFG, CES
Jason@achievefitnessboston.com

Lauren Perreault, Co-Owner, CPT, CK-FMS, SFG, Pn1
Lauren@achievefitnessboston.com
",,https://www.google.com/search?q=achieve+fitness+boston&rlz=1C5CHFA_enUS504US505&um=1&ie=UTF-8&hl=en&tbm=isch&source=og&sa=N&tab=wi&ei=SCuvUdPcAai90AHvooGYAQ&biw=1273&bih=684&sei=SiuvUb2YCIHO0wHa64CICQ#facrc=_&imgrc=82PiFZefkcIWKM%3A%3B70OqlK0ENVvciM%3Bhttp%253A%252F%252Fachievefitnessboston.files.wordpress.com%252F2012%252F10%252Fcropped-achieve-fitness-logo3-01.jpg%3Bhttp%253A%252F%252Fachievefitnessboston.wordpress.com%252F%3B960%3B200,3,"We started Achieve Fitness, because we wanted to help people reach their health and fitness goals and realize their full potential. In order to do this, we couldn't stick with the traditional gym model of getting as many members as possible and hoping they don't show up. We needed to actually put people in the best position to succeed. By providing all our members with an individualized workout program as well as weekly personal training sessions with a coach, we were ensuring the direction, motivation, and accountability needed to achieve the most effective and efficient results.",Private,N/A,,Jason Pak,Co-Owner,Jason@achievefitnessboston.com
6/5/2013 11:04:21,Drync,"Drync is an experiential commerce company changing the way people discover and purchase wine. Drync enables consumers to buy wine they love the moment it is most relevant to them: when they taste it. Likened to ""Shazaam for wine,"" users snap a photo of a wine label using their phone and Drync instantly responds with information about the wine. Users track, share, and buy the wine within seconds. 

A combination of image recognition technology, delightfully simple interface design, a massive wine database, and strategic fulfillment partnerships, Drync is uniquely positioned to disrupt the wine industry with a solution that enables new relevancy-based wine discovery and reinforces brand relationships with consumers.

Drync aims to become the largest direct marketer of wine in the world by enabling consumers to buy nearly any wine at any time and building a rich social experience around wine discovery.

Founded by serial entrepreneur Brad Rosen and former Apple architect Bill Kirtley in 2008, Drync was bootstrapped to 400K downloads before winning the Masschallenge competition in 2011 among a field of 733 competitors and raising seed capital in August, 2012. The Boston-based company has 5 employees.",109 Kingston St,Boston,MA,2111,2008,Wine & Spirits,http://www.drync.com/,https://www.facebook.com/dryncwine,https://twitter.com/dryncwine,http://www.linkedin.com/company/drync,http://blog.drync.com/drync-blog/,"Brad Rosen, Founder & CEO, brad@drync.com, linkedin/in/pbrosen, @therosenator

Bill Kirtley, Founder & CTO, bill@drync.com, linkedin/in/billkirtley, @cluesque

Aimee Cronin, Director Marketing, aimee@drync.com, linkedin/pub/aimee-cronin/2/726/400, @adcronin",,http://i.imgur.com/bwWVBqA.jpg,5,"Drync lets consumers buy wine the moment they discover it. Like ""Shazaam for wine"", users snap a photo of the label using their phone, click buy, and the wine is delivered to their doorstep. Drync is a funded company. With Drync, wine drinkers discover wine based on relevancy rather than ratings and are able to buy instantly. Regulatory changes and e-commerce have aligned for the $34b wine market, enabling Drync to disrupt traditional models, expand consumer choice, and improve targeting. Drync is the only solution on the market that offers experiential, impulse commerce for wine.",Private,N/A,,Aimee Cronin,Marketing Director,aimee@drync.com
6/5/2013 13:08:29,InkHouse Media + Marketing,"InkHouse is an award-winning public relations and social content agency serving innovative technology, consumer, real estate, energy and financial services organizations.",221 Crescent Street,Waltham,MA,2453,2007,Public Relations,http://www.inkhouse.com,https://www.facebook.com/pages/InkHouse/323465964359663?fref=ts,https://twitter.com/InkHousePR,http://www.linkedin.com/company/inkhouse-media---marketing,http://www.inkhouse.net/inklings-blog/,"Beth Monaghan, Principal & Co-founder, beth@inkhouse.com:
http://www.linkedin.com/in/bethmonaghan, https://twitter.com/bamonaghan

Meg O'Leary, Principal & Co-founder, meg@inkhouse.com:
http://www.linkedin.com/in/megoleary?trk=pub-pbmap; https://twitter.com/moleary

Tina Cassidy, Senior VP & Chief Content Officer, tina@inkhouse.com:
http://www.linkedin.com/pub/tina-cassidy/5/1b4/59b?trk=pub-pbmap, https://twitter.com/tinacassidy2",,https://www.google.com/search?aq=&rlz=1T4ADRA_enUS458US458&q=inkhouse&um=1&ie=UTF-8&hl=en&tbm=isch&source=og&sa=N&tab=wi&ei=yG6vUZTGM5O24APL0YHgBg&biw=1565&bih=927&sei=ym6vUdr5IY3E4APEs4G4CA#facrc=_&imgrc=F9y4wtXx2VaiuM%3A%3BwARolE3oOg7edM%3Bhttp%253A%252F%252Fwww.inkhouse.net%252Fwp-content%252Fthemes%252FInkHouse%252Fimages%252Flogo.gif%3Bhttp%253A%252F%252Fwww.inkhouse.net%252F%3B291%3B89,46,"At it's founding in 2007, InkHouse was an upstart agency with a unique point of view about social media and blogger relations, which gave the firm an edge in its earliest days. Agency Co-founders and Principals Meg O’Leary and Beth Monaghan believed that the greatest results for clients in the world of earned media are generated through a strategic combination of third-party coverage and self-published content. For that reason, InkHouse built not only a strong media relations group, but a unique Content Bureau practice. This practice is where the agency creates, proliferates and curates content – both text and multimedia – that breaks through the clutter and ignites meaningful conversations for clients with their top audiences. While traditional PR activities are still active in clients’ marketing mixes, InkHouse helps clients take advantage of the new content by enabling to insert their original materials directly into the channels that matter most to them. ",Private,N/A,,Tina Cassidy,Chief Content Officer,tina@inkhouse.net 
6/5/2013 14:05:20,Gesmer Updegrove LLC,"Gesmer Updegrove LLP is a law firm committed to the success of your company. Focused on your business goals as well as your legal needs, we bring together attorneys with experience helping emerging and technology-based companies prosper.  Whether you are launching a new venture, negotiating a technology license, exploring financing opportunities, involved in a dispute, or preparing for an acquisition, we can put the right resources at your disposal to maximize the outcome for your business.",40 Broad Street,Boston,MA,2109,1996,Law Practice,gesmer.com,https://www.facebook.com/GesmerUpdegrove,https://twitter.com/GesmerUpdegrove,http://www.linkedin.com/company/gesmer-updegrove-llp,http://bostinno.streetwise.co/channel/gesmer/,"Tom Durkin, Managing Partner, tdurkin@gesmer.com, www.linkedin.com/pub/thomas-durkin/0/863/6b2
Lee Gesmer, Founding Partner, lgesmer@gesmer.com, www.linkedin.com/in/gesmer, @gesmer
Andy Updegrove, Founding Partner, aupdegrove@gesmer.com, www.linkedin.com/in/andyupdegrove, @AndyUpdegrove
Steve Snyder, Entrepreneur In Residence, ssnyder@gesmer.com, www.linkedin.com/in/stevenfsnyder 
Bill Contente, Partner, bcontente@gesmer.com, www.linkedin.com/in/billcontente
Sarah Richmond, Partner, srichmond@gesmer.com, www.linkedin.com/in/sarahrichmond",,http://www.google.com/imgres?imgurl=http://wp.streetwise.co/wp-content/uploads/2011/11/GesmerSquare-200x200.jpg&imgrefurl=http://bostinno.streetwise.co/channel/gesmer/team/&h=200&w=200&sz=6&tbnid=_IiWf0b3o_SO9M:&tbnh=86&tbnw=86&zoom=1&usg=__PJl9GDrdz1hy2oiCSxEprvtQ3Ow=&docid=kqWhHNG35vIF_M&sa=X&ei=zXyvUd6rNLOw4AOIqYGABQ&ved=0CF8Q9QEwCw&dur=2736,46,"One of the things that makes our firm unique is our focus on serving early stage and emerging companies, primarily in the technology sector.  While other firms may see a particular issue 5 or 10 or 15 times a year, we typically see that same issue 25 or 50 or 75 times a year. We have worked with several thousand early stage companies over our history and have been involved in many hundreds of financings. And we probably do more domestic and international licensing and data protection work than any other firm in the area. In short, we live and breathe the life cycles of emerging companies.

Another thing that makes our firm innovative is that we not only focus on providing quality legal services, we also provide extraordinary business advice and value-added services. We make introductions to angel and venture capital investors, critique our clients’ business plans, make introductions to proven accountants, bankers and other service providers critical to our clients’ businesses, and act as our client’s business partner in all ways.

Our firm is so committed to assisting early stage companies, that we have an Entrepreneur in Residence, Steve Snyder, who provides his own specialized expertise and connections to help our clients' businesses grow and succeed. Our goal is to provide clients with impactful business guidance to drive revenue, increase profitability and create value.",Private,n/a,,Nancy Cremins,attorney & marketing committee member,nancy.cremins@gesmer.com
6/5/2013 15:15:08,Spogo,Spogo is a mobile app that allows sports fans to win rewards for making correct predictions as they watch live games.,41 Stillman st.,Boston,MA,2113,2012,Sports,www.playspogo.com,www.facebook.com/playspogo,@playspogo,http://www.linkedin.com/profile/view?id=117354964&trk=nav_responsive_tab_profile_pic,blog.playspogo.com,"Andrew Vassallo, Co-Founder and CEO
David Shack, Co-Founder and President
David Thyresson, Co-Founder and CTO",,http://imgur.com/ek5znBI,4,"Spogo is a mobile app that enables sports fans to win rewards for making correct predictions while they watch live games. It serves as a second-screen marketing platform that drives awareness, traffic and revenue for bars, chains, stadiums and brands. With Spogo, you don’t just watch--you win!
",Private,N/A,,David Shack,President,david@playspogo.com
6/5/2013 17:48:55,Young Entrepreneur Council (YEC),"The Young Entrepreneur Council (YEC) is an invite-only membership organization comprised of hundreds of the world’s most elite and successful young entrepreneurs.

YEC members hail from every market sector and industry and have, collectively, generated tens of thousands of jobs and billions of dollars in revenue.

Our goal is to provide entrepreneurs with access to everything they need to succeed — today, and in the future.

That’s why we connect the world’s most successful young entrepreneurs — so they can grow their businesses faster, while giving back to aspiring entrepreneurs through #StartupLab, our virtual mentorship program.",77 Summer Street 5th Floor,Boston,MA,2110,2010,Civic & Social Organization,theyec.org,facebook.com/theyec,twitter.com/yec,http://www.linkedin.com/company/2418207?trk=prof-exp-company-name,We are currently building a new media property but for now... http://feeds.feedburner.com/theyec,"Scott Gerber, Founder scott@theyec.org www.linkedin.com/in/scottdgerber @askgerber

Ryan Paugh, Co-founder + Chief of Staff ryan@theyec.org     www.linkedin.com/in/ryanpaugh @ryanpaugh

Robert Calise, Chief Technology Officer www.linkedin.com/in/rcalise 
@robertcalise

Lindsey Donner, Executive Editor www.linkedin.com/in/lindseydonner @lindseydonner

Morgan Brady, Community Manager www.linkedin.com/on/morgancatherinebrady @morganbrady",,http://theyec.org/wp-content/themes/new-yec/images/logo.png,12,"YEC IS THE MOST ELITE ENTREPRENEURSHIP ORGANIZATION IN THE COUNTRY. HERE’S WHY.

YEC members, who are carefully vetted by existing members, get access to a variety of concierge-like benefits, including a dedicated community management team to facilitate introductions and connections, members-only forums and a mobile app for 24/7 peer-to-peer support, a professional editorial team for PR opportunities, and quarterly in-person events. New products, partnerships and services are rolled out regularly.

Plus, YEC members give back to the startup ecosystem by mentoring tens of thousands of aspiring entrepreneurs every month through our virtual mentorship program, #StartupLab. 

Read more about us here: http://theyec.org/organization/",Private,N/A,,Morgan Brady,Community Manager,morgan@theyec.org
